Agent_Name,Run_ID,Random_Seed,Overall_Score,Rule_Fidelity,Rule_Simplicity,Stability,Decision_Transparency,Knowledge_Extractability
ILAI System,5,4042,0.883390029515797,0.8687132475358308,0.7567162234869836,0.8984336368349595,0.956222718743569,0.9368643209776424
RILAI System,5,4042,0.8428913084047676,0.828526379619536,0.7215460958666874,0.8010833453652808,0.9495277518037525,0.913772969368581
Deep Q-Network (DQN),5,4042,0.49409760677928144,0.7000963654753695,0.23768864131886625,0.8152970174052515,0.15818073310814992,0.55922527658877
PPO,5,4042,0.5124677006187607,0.7238224690355104,0.2421903861995164,0.8551360035965507,0.11020015528930995,0.6309894889729155
ILAI System,6,5042,0.877307965884694,0.8514500255403468,0.75,0.8847796088169387,0.9547001294283123,0.9456100656378718
RILAI System,6,5042,0.8610363826893136,0.8679945005242646,0.7034578758407517,0.8908772223976265,0.9335025681702297,0.9093497465136956
Deep Q-Network (DQN),6,5042,0.5140824906454038,0.7271198182817561,0.24623309454247344,0.8452135798507513,0.1774632104697306,0.5743827500823073
PPO,6,5042,0.5063500400731087,0.7238917965443625,0.21600045777715632,0.8653964376999351,0.1069694454700954,0.6194920628739939
ILAI System,7,6042,0.8833449871243209,0.865029243675839,0.75,0.8833637865738022,0.9499403480540607,0.9683915573179026
RILAI System,7,6042,0.8307215570964838,0.8132225043809961,0.7111728022331086,0.8049393487331945,0.9346451038424319,0.8896280262926874
Deep Q-Network (DQN),7,6042,0.5084500123529377,0.726465072780251,0.25623620087407106,0.8458808846809878,0.14924769331148607,0.5644202101178922
PPO,7,6042,0.5175313596269504,0.7982565882760664,0.2958686206439258,0.8249547777753119,0.10605037100546609,0.5625264404339818
ILAI System,8,7042,0.8808550450137901,0.8197123177032943,0.7586144666859992,0.9171681904592858,0.9674904241877191,0.9412898260326518
RILAI System,8,7042,0.8480813678823045,0.8032748856340608,0.7151305490716225,0.8505125674975744,0.9583909205496204,0.9130979166586437
Deep Q-Network (DQN),8,7042,0.530078535784466,0.7453652415048437,0.25799979135725315,0.8957295929246875,0.14971876567367745,0.6015792874618676
PPO,8,7042,0.4988210218556053,0.7253761584346088,0.23007710305948625,0.8233911970555923,0.1097412555051474,0.6055193952231912
ILAI System,9,8042,0.8808120855795799,0.8405499680576252,0.7656439685104095,0.9060190967287236,0.953084863397248,0.9387625312038932
RILAI System,9,8042,0.866078210565716,0.8656973233329645,0.7064155248929409,0.899558948038225,0.9463973320536778,0.9123219245107715
Deep Q-Network (DQN),9,8042,0.5377793082297999,0.7685678064828657,0.2549245332591781,0.9093481568665234,0.16587937137082684,0.5901766731696056
PPO,9,8042,0.5104407285172269,0.7216760635311795,0.2568235143729161,0.8503481646962628,0.1270492056677018,0.5963066943180739
ILAI System,10,9042,0.8727777038690788,0.8240652490219678,0.75,0.8950851781556527,0.9637693906904032,0.9309687014773698
RILAI System,10,9042,0.8585671025225065,0.8454973445697456,0.7167865307409397,0.8891741141938622,0.9576685235731504,0.8837089995348342
Deep Q-Network (DQN),10,9042,0.5257018478560522,0.7372958359849479,0.22592404948868897,0.8751537259218636,0.17335804773183333,0.6167775801529274
PPO,10,9042,0.5179004623550327,0.7907497358270412,0.23826524677402655,0.8502244592186661,0.11674966136446038,0.5935132085909691
ILAI System,11,10042,0.8702357750951933,0.889719415275153,0.7647398352942338,0.8076207603417536,0.9522978105302927,0.9368010540345335
RILAI System,11,10042,0.8484309440562027,0.8747995323747696,0.7042488216858466,0.8285148286451923,0.9407036549544784,0.8938878826207265
Deep Q-Network (DQN),11,10042,0.4952634929405834,0.7101279158457487,0.20089907419779013,0.8513757479896036,0.12850093413271446,0.58541379253706
PPO,11,10042,0.521627800159284,0.7816014019126751,0.23199638556994898,0.8352207988331645,0.13583937020089934,0.6234810442797325
ILAI System,12,11042,0.8735638140025659,0.8650123971070384,0.7780997103333263,0.818266590783981,0.9585880367087648,0.9478523350797182
RILAI System,12,11042,0.8568328312755833,0.8338148553418309,0.7283557512903709,0.8654583339362037,0.9409631590253383,0.9155720567841727
Deep Q-Network (DQN),12,11042,0.5289229463294884,0.7151472241417391,0.20718478245283042,0.9141562560482581,0.1672428755092857,0.6408835934953285
PPO,12,11042,0.5138452768816946,0.7752883975814008,0.22355626172613619,0.8519160277325021,0.13856195881626523,0.5799037385521683
ILAI System,13,12042,0.8786814060916356,0.8405462453351263,0.7686842141928151,0.9043152478830937,0.9334461298061915,0.946415193240951
RILAI System,13,12042,0.8651125331547153,0.890922809188818,0.7101954930750846,0.8598807660872927,0.9519688377703733,0.9125947596520072
Deep Q-Network (DQN),13,12042,0.5094388986145443,0.7344227460921001,0.23495979275580206,0.8041924858139246,0.12748822374181268,0.6461312446690817
PPO,13,12042,0.5248709213563132,0.7708241575275546,0.22533314757568892,0.8754836388706211,0.12372076114451042,0.628992901663191
ILAI System,14,13042,0.8738852674187839,0.8710404822785718,0.75,0.8647442495423754,0.951865163169277,0.9317764421036949
RILAI System,14,13042,0.8595341385601327,0.8553007076961285,0.703615149507242,0.9047905206590001,0.9318616115786392,0.9021027033596531
Deep Q-Network (DQN),14,13042,0.5193441445485518,0.7533346935529287,0.20092155097363928,0.8698413631286998,0.13506376114699273,0.6375593539404986
PPO,14,13042,0.5320694676128633,0.7543287651606118,0.28352110162168737,0.9036205777562651,0.1225801708815744,0.5962967226441778
ILAI System,15,14042,0.882236089654006,0.8718778894672999,0.754382950745121,0.8746707612927727,0.9563659112218869,0.9538829355429487
RILAI System,15,14042,0.8535785802272444,0.8717895935415693,0.7031796960732762,0.8464758350744958,0.9501578814302426,0.896289895016638
Deep Q-Network (DQN),15,14042,0.519062407004862,0.796164507355914,0.24975049795548132,0.802849629069218,0.1691959906757829,0.5773514099679133
PPO,15,14042,0.5077795184635892,0.7765262517882656,0.23379713569820265,0.8337453369498108,0.1381359754308213,0.5566928924508452
ILAI System,16,15042,0.8740005212420774,0.8121959908814387,0.7622436095086516,0.863814183036083,0.9673899991933944,0.9643588235908195
RILAI System,16,15042,0.8364008518406981,0.8065649937314714,0.7016132606803042,0.8279821765525526,0.9639544049726718,0.881889423266491
Deep Q-Network (DQN),16,15042,0.5168441741517837,0.7282800491076437,0.21427106137794266,0.8483076980989167,0.17952765872547988,0.6138344034489357
PPO,16,15042,0.5228224819757769,0.7281090138414967,0.23309827220457421,0.9184224966130143,0.1358354236103411,0.5986472036094574
ILAI System,17,16042,0.8865576020498704,0.881236708721402,0.7691935617970707,0.8899180995840712,0.9327723973152082,0.9596672428316
RILAI System,17,16042,0.8449626352521166,0.8210074444259562,0.71212015619194,0.8311827673578882,0.9496287435292781,0.91087406475552
Deep Q-Network (DQN),17,16042,0.5244190384037423,0.786086854205889,0.233546166606467,0.9079349476115401,0.12491984228644068,0.5696073813083746
PPO,17,16042,0.5334760788285737,0.7684294299813578,0.2570803233420642,0.9109616291825179,0.1070435880603777,0.623865423576551
ILAI System,18,17042,0.8882236997648886,0.8809797873735482,0.75,0.9185574205517838,0.938539829298017,0.9530414616010935
RILAI System,18,17042,0.8540686124896717,0.865000785268961,0.7257025658591482,0.8499694427303222,0.9334824072294006,0.8961878613605262
Deep Q-Network (DQN),18,17042,0.5320205211487448,0.7391179110737293,0.23183072748659247,0.9137068897202055,0.1534541711006816,0.6219929063625154
PPO,18,17042,0.5087424391146297,0.7151548337908363,0.24138451247968723,0.8633551750692322,0.1180353838495631,0.6057822903838292
ILAI System,19,18042,0.8753054002478924,0.8394805985933348,0.7755407773975678,0.8833746034233446,0.942420277270558,0.9357107445546561
RILAI System,19,18042,0.856588407710049,0.8597158206475242,0.7,0.9052887608733858,0.9347547012997736,0.8831827557295612
Deep Q-Network (DQN),19,18042,0.5143751369291836,0.7800864478516034,0.24893670222128245,0.8089157947784924,0.14967083103725448,0.5842659087572853
PPO,19,18042,0.5091486533482986,0.7656903123939648,0.27105658899448193,0.8107940154268247,0.11486231473815753,0.5833400351880641
ILAI System,20,19042,0.8729656901364653,0.8709751891979891,0.7538553848235134,0.8476336603556034,0.9555210731182793,0.9368431431869413
RILAI System,20,19042,0.8596621411521363,0.8059242229127525,0.7268450603953703,0.916439393300161,0.9626417328695521,0.8864602962828456
Deep Q-Network (DQN),20,19042,0.5131298810698357,0.7193037747124603,0.23976598393599813,0.8230710158065662,0.17427488585856865,0.6092337450355854
PPO,20,19042,0.5180484062269266,0.7712213384170814,0.2671480089691365,0.8761359164067537,0.10215966633532027,0.5735771010063413
